Timestamp,Datetime,Instant heart rate value
2945.866667,2013-01-25 22:49:05.866667,50.2793296088
2949.556667,2013-01-25 22:49:09.556667,49.1803278688
3122.703333,2013-01-25 22:52:02.703333,55.5555555557
3123.783333,2013-01-25 22:52:03.783333,50.9915014164
3127.253333,2013-01-25 22:52:07.253333,48.5175202156
3128.49,2013-01-25 22:52:08.490000,51.2820512821
3129.66,2013-01-25 22:52:09.660000,55.2147239264
3130.746667,2013-01-25 22:52:10.746667,55.3846153845
3131.83,2013-01-25 22:52:11.830000,48.128342246
3135.426667,2013-01-25 22:52:15.426667,45.112781955
3138.74,2013-01-25 22:52:18.740000,51.724137931
3139.9,2013-01-25 22:52:19.900000,46.3917525774
3143.416667,2013-01-25 22:52:23.416667,54.7112462007
3146.706667,2013-01-25 22:52:26.706667,43.7956204379
3151.306667,2013-01-25 22:52:31.306667,47.2440944882
3154.92,2013-01-25 22:52:34.920000,48.3870967741
3158.413333,2013-01-25 22:52:38.413333,49.5867768595
3162.01,2013-01-25 22:52:42.010000,49.5867768594
3179.596667,2013-01-25 22:52:59.596667,53.5714285715
3183.083333,2013-01-25 22:53:03.083333,47.4934036938
3186.776667,2013-01-25 22:53:06.776667,52.7859237537
3196.576667,2013-01-25 22:53:16.576667,52.1739130436
3200.296667,2013-01-25 22:53:20.296667,46.8749999999
3204.03,2013-01-25 22:53:24.030000,48.2573726541
3207.9,2013-01-25 22:53:27.900000,46.1538461539
3211.576667,2013-01-25 22:53:31.576667,49.3150684931
3215.11,2013-01-25 22:53:35.110000,49.1803278688
3218.613333,2013-01-25 22:53:38.613333,51.8731988473
3366.053333,2013-01-25 22:56:06.053333,49.8614958448
3367.256667,2013-01-25 22:56:07.256667,54.7112462007
3368.353333,2013-01-25 22:56:08.353333,65.9340659341
3373.57,2013-01-25 22:56:13.570000,50.0
3374.77,2013-01-25 22:56:14.770000,48.3870967743
3378.22,2013-01-25 22:56:18.220000,52.6315789474
3381.566667,2013-01-25 22:56:21.566667,49.723756906
3385.093333,2013-01-25 22:56:25.093333,48.9130434783
3392.27,2013-01-25 22:56:32.270000,50.4201680673
3393.46,2013-01-25 22:56:33.460000,48.6486486486
3394.693333,2013-01-25 22:56:34.693333,49.723756906
3395.9,2013-01-25 22:56:35.900000,54.054054054
3397.01,2013-01-25 22:56:37.010000,47.8723404256
3398.263333,2013-01-25 22:56:38.263333,49.1803278688
3399.483333,2013-01-25 22:56:39.483333,52.0231213872
3400.636667,2013-01-25 22:56:40.636667,50.5617977529
3401.823333,2013-01-25 22:56:41.823333,48.9130434783
3403.05,2013-01-25 22:56:43.050000,52.3255813953
3404.196667,2013-01-25 22:56:44.196667,49.723756906
3414.876667,2013-01-25 22:56:54.876667,49.4505494506
3416.09,2013-01-25 22:56:56.090000,49.1803278688
3417.31,2013-01-25 22:56:57.310000,53.0973451329
3418.44,2013-01-25 22:56:58.440000,50.4201680671
3440.616667,2013-01-25 22:57:20.616667,47.8723404255
3444.106667,2013-01-25 22:57:24.106667,46.5116279069
3449.033333,2013-01-25 22:57:29.033333,49.3150684931
3450.25,2013-01-25 22:57:30.250000,54.054054054
3451.36,2013-01-25 22:57:31.360000,51.1363636364
3452.533333,2013-01-25 22:57:32.533333,46.5116279069
3459.623333,2013-01-25 22:57:39.623333,50.0
3464.263333,2013-01-25 22:57:44.263333,53.412462908
3465.386667,2013-01-25 22:57:45.386667,54.054054054
3466.496667,2013-01-25 22:57:46.496667,51.1363636364
3467.67,2013-01-25 22:57:47.670000,57.3248407642
3468.716667,2013-01-25 22:57:48.716667,53.5714285715
3469.836667,2013-01-25 22:57:49.836667,44.6650124069
3471.18,2013-01-25 22:57:51.180000,50.5617977529
3472.366667,2013-01-25 22:57:52.366667,48.3870967741
3476.063333,2013-01-25 22:57:56.063333,48.3870967741
3479.623333,2013-01-25 22:57:59.623333,51.724137931
3483.19,2013-01-25 22:58:03.190000,50.2793296088
3486.69,2013-01-25 22:58:06.690000,48.9130434782
3487.916667,2013-01-25 22:58:07.916667,52.9411764707
3489.05,2013-01-25 22:58:09.050000,51.1363636364
3490.223333,2013-01-25 22:58:10.223333,47.2440944882
3492.323333,2013-01-25 22:58:12.323333,51.4285714285
3493.49,2013-01-25 22:58:13.490000,50.4201680673
3494.68,2013-01-25 22:58:14.680000,54.8780487804
3495.773333,2013-01-25 22:58:15.773333,52.7859237537
3504.01,2013-01-25 22:58:24.010000,47.8723404255
3519.73,2013-01-25 22:58:39.730000,51.5759312321
3520.893333,2013-01-25 22:58:40.893333,49.0463215258
3522.116667,2013-01-25 22:58:42.116667,46.6321243525
3523.403333,2013-01-25 22:58:43.403333,52.1739130434
3524.553333,2013-01-25 22:58:44.553333,49.1803278688
3525.773333,2013-01-25 22:58:45.773333,48.0
3527.023333,2013-01-25 22:58:47.023333,51.1363636364
3528.196667,2013-01-25 22:58:48.196667,48.3870967741
3529.436667,2013-01-25 22:58:49.436667,46.0358056266
3530.74,2013-01-25 22:58:50.740000,51.4285714285
3531.906667,2013-01-25 22:58:51.906667,49.046321526
3534.39,2013-01-25 22:58:54.390000,52.9411764705
3535.523333,2013-01-25 22:58:55.523333,49.7237569061
3536.73,2013-01-25 22:58:56.730000,48.2573726542
3537.973333,2013-01-25 22:58:57.973333,52.1739130434
3539.123333,2013-01-25 22:58:59.123333,48.6486486486
3540.356667,2013-01-25 22:59:00.356667,48.7804878049
3541.586667,2013-01-25 22:59:01.586667,51.5759312321
3542.75,2013-01-25 22:59:02.750000,45.9183673469
3544.056667,2013-01-25 22:59:04.056667,47.8723404255
3545.31,2013-01-25 22:59:05.310000,51.1363636364
3546.483333,2013-01-25 22:59:06.483333,48.2573726542
3548.92,2013-01-25 22:59:08.920000,52.4781341108
3550.063333,2013-01-25 22:59:10.063333,51.4285714285
3551.23,2013-01-25 22:59:11.230000,49.5867768595
3552.44,2013-01-25 22:59:12.440000,52.4781341108
3553.583333,2013-01-25 22:59:13.583333,48.9130434782
3554.81,2013-01-25 22:59:14.810000,49.7237569061
3556.016667,2013-01-25 22:59:16.016667,51.282051282
3557.186667,2013-01-25 22:59:17.186667,50.8474576273
3558.366667,2013-01-25 22:59:18.366667,50.4201680671
3559.556667,2013-01-25 22:59:19.556667,51.8731988473
3560.713333,2013-01-25 22:59:20.713333,49.0463215258
3563.126667,2013-01-25 22:59:23.126667,44.665012407
3564.47,2013-01-25 22:59:24.470000,49.8614958448
3565.673333,2013-01-25 22:59:25.673333,59.0163934426
3566.69,2013-01-25 22:59:26.690000,44.4444444445
3568.04,2013-01-25 22:59:28.040000,49.0463215258
3569.263333,2013-01-25 22:59:29.263333,61.2244897959
3570.243333,2013-01-25 22:59:30.243333,45.9183673469
3571.55,2013-01-25 22:59:31.550000,49.5867768595
3572.76,2013-01-25 22:59:32.760000,60.8108108108
3693.626667,2013-01-25 23:01:33.626667,49.5867768595
3694.836667,2013-01-25 23:01:34.836667,66.9144981412
3695.733333,2013-01-25 23:01:35.733333,48.128342246
3891.04,2013-01-25 23:04:51.040000,46.997389034
3892.316667,2013-01-25 23:04:52.316667,50.279329609
3893.51,2013-01-25 23:04:53.510000,44.8877805485
3894.846667,2013-01-25 23:04:54.846667,46.7532467533
3896.13,2013-01-25 23:04:56.130000,51.724137931
3897.29,2013-01-25 23:04:57.290000,45.112781955
3898.62,2013-01-25 23:04:58.620000,44.8877805486
4004.363333,2013-01-25 23:06:44.363333,49.3150684931
4007.963333,2013-01-25 23:06:47.963333,50.4201680673
4015.123333,2013-01-25 23:06:55.123333,51.282051282
4018.693333,2013-01-25 23:06:58.693333,50.9915014164
4019.87,2013-01-25 23:06:59.870000,50.9915014164
4021.046667,2013-01-25 23:07:01.046667,46.9973890339
4022.323333,2013-01-25 23:07:02.323333,49.861495845
4023.526667,2013-01-25 23:07:03.526667,52.9411764705
4024.66,2013-01-25 23:07:04.660000,48.6486486486
4025.893333,2013-01-25 23:07:05.893333,51.1363636364
4027.066667,2013-01-25 23:07:07.066667,53.0973451327
4028.196667,2013-01-25 23:07:08.196667,48.128342246
4029.443333,2013-01-25 23:07:09.443333,49.3150684931
4031.826667,2013-01-25 23:07:11.826667,50.7042253522
4033.01,2013-01-25 23:07:13.010000,50.139275766
4034.206667,2013-01-25 23:07:14.206667,51.8731988473
4035.363333,2013-01-25 23:07:15.363333,48.6486486486
4036.596667,2013-01-25 23:07:16.596667,50.9915014163
4037.773333,2013-01-25 23:07:17.773333,52.6315789474
4061.406667,2013-01-25 23:07:41.406667,50.4201680671
4062.596667,2013-01-25 23:07:42.596667,51.8731988473
4063.753333,2013-01-25 23:07:43.753333,47.493403694
4067.28,2013-01-25 23:07:47.280000,49.0463215258
4068.503333,2013-01-25 23:07:48.503333,49.4505494506
4092.56,2013-01-25 23:08:12.560000,49.046321526
4097.453333,2013-01-25 23:08:17.453333,51.4285714287
4098.62,2013-01-25 23:08:18.620000,48.128342246
4099.866667,2013-01-25 23:08:19.866667,49.4505494504
4101.08,2013-01-25 23:08:21.080000,50.8474576273
4102.45,2013-01-25 23:08:22.450000,46.5116279069
4103.74,2013-01-25 23:08:23.740000,49.3150684933
4104.956667,2013-01-25 23:08:24.956667,52.1739130434
4111.31,2013-01-25 23:08:31.310000,47.7453580903
4190.316667,2013-01-25 23:09:50.316667,58.2524271843
4191.346667,2013-01-25 23:09:51.346667,52.0231213874
4192.5,2013-01-25 23:09:52.500000,58.0645161291
4193.533333,2013-01-25 23:09:53.533333,50.7042253521
4194.716667,2013-01-25 23:09:54.716667,49.3150684931
4195.933333,2013-01-25 23:09:55.933333,53.7313432837
4197.05,2013-01-25 23:09:57.050000,52.6315789474
4198.19,2013-01-25 23:09:58.190000,49.5867768594
4199.4,2013-01-25 23:09:59.400000,51.724137931
4200.56,2013-01-25 23:10:00.560000,52.9411764707
4201.876667,2013-01-25 23:10:01.876667,49.4505494506
4203.09,2013-01-25 23:10:03.090000,48.0
4204.34,2013-01-25 23:10:04.340000,54.054054054
4205.45,2013-01-25 23:10:05.450000,52.0231213874
4206.603333,2013-01-25 23:10:06.603333,48.9130434782
4207.83,2013-01-25 23:10:07.830000,51.2820512821
4209.0,2013-01-25 23:10:09,50.279329609
4210.193333,2013-01-25 23:10:10.193333,46.6321243523
4211.48,2013-01-25 23:10:11.480000,49.8614958448
4212.683333,2013-01-25 23:10:12.683333,52.6315789474
4213.823333,2013-01-25 23:10:13.823333,50.279329609
4215.016667,2013-01-25 23:10:15.016667,51.282051282
4216.19,2013-01-25 23:10:16.190000,54.054054054
4217.3,2013-01-25 23:10:17.300000,52.3255813953
4218.446667,2013-01-25 23:10:18.446667,48.2573726542
4219.69,2013-01-25 23:10:19.690000,52.6315789472
4220.83,2013-01-25 23:10:20.830000,52.9411764707
4221.963333,2013-01-25 23:10:21.963333,50.9915014164
4223.14,2013-01-25 23:10:23.140000,51.8731988473
4224.296667,2013-01-25 23:10:24.296667,54.2168674699
4225.403333,2013-01-25 23:10:25.403333,48.3870967741
4226.643333,2013-01-25 23:10:26.643333,48.5175202156
4227.88,2013-01-25 23:10:27.880000,52.1739130436
4229.03,2013-01-25 23:10:29.030000,48.7804878048
4230.26,2013-01-25 23:10:30.260000,48.6486486488
4231.493333,2013-01-25 23:10:31.493333,52.6315789472
4232.633333,2013-01-25 23:10:32.633333,49.7237569061
4233.84,2013-01-25 23:10:33.840000,48.3870967741
4235.08,2013-01-25 23:10:35.080000,53.2544378698
4236.206667,2013-01-25 23:10:36.206667,48.6486486488
4237.44,2013-01-25 23:10:37.440000,46.5116279069
4244.593333,2013-01-25 23:10:44.593333,55.7275541797
4245.67,2013-01-25 23:10:45.670000,51.282051282
4246.84,2013-01-25 23:10:46.840000,55.3846153847
4247.923333,2013-01-25 23:10:47.923333,48.0
4249.173333,2013-01-25 23:10:49.173333,48.128342246
4250.42,2013-01-25 23:10:50.420000,54.2168674697
4251.526667,2013-01-25 23:10:51.526667,50.5617977529
4252.713333,2013-01-25 23:10:52.713333,46.875
4253.993333,2013-01-25 23:10:53.993333,52.4781341108
4496.0,2013-01-25 23:14:56,52.1739130434
4497.15,2013-01-25 23:14:57.150000,51.5759312322
4498.313333,2013-01-25 23:14:58.313333,67.4157303368
4544.49,2013-01-25 23:15:44.490000,52.3255813955
4545.636667,2013-01-25 23:15:45.636667,55.0458715596
4546.726667,2013-01-25 23:15:46.726667,51.282051282
4547.896667,2013-01-25 23:15:47.896667,53.0973451327
4549.026667,2013-01-25 23:15:49.026667,51.5759312322
4635.146667,2013-01-25 23:17:15.146667,51.5759312321
4636.31,2013-01-25 23:17:16.310000,51.8731988473
4639.683333,2013-01-25 23:17:19.683333,52.4781341108
4640.826667,2013-01-25 23:17:20.826667,53.2544378698
4673.176667,2013-01-25 23:17:53.176667,48.128342246
4676.756667,2013-01-25 23:17:56.756667,50.4201680673
4677.946667,2013-01-25 23:17:57.946667,46.3917525773
4679.24,2013-01-25 23:17:59.240000,46.6321243523
4680.526667,2013-01-25 23:18:00.526667,52.7859237537
4681.663333,2013-01-25 23:18:01.663333,50.0
4682.863333,2013-01-25 23:18:02.863333,49.180327869
4688.533333,2013-01-25 23:18:08.533333,53.8922155688
4689.646667,2013-01-25 23:18:09.646667,47.493403694
4690.91,2013-01-25 23:18:10.910000,49.180327869
4692.13,2013-01-25 23:18:12.130000,54.2168674697
4693.236667,2013-01-25 23:18:13.236667,50.8474576273
4694.416667,2013-01-25 23:18:14.416667,50.4201680671
4695.606667,2013-01-25 23:18:15.606667,50.8474576271
4696.786667,2013-01-25 23:18:16.786667,55.3846153847
4706.633333,2013-01-25 23:18:26.633333,59.4059405942
4709.873333,2013-01-25 23:18:29.873333,51.724137931
4711.033333,2013-01-25 23:18:31.033333,56.2500000001
4772.46,2013-01-25 23:19:32.460000,55.5555555555
4773.54,2013-01-25 23:19:33.540000,50.8474576271
4774.72,2013-01-25 23:19:34.720000,50.4201680673
4778.163333,2013-01-25 23:19:38.163333,50.5617977529
4785.113333,2013-01-25 23:19:45.113333,57.5079872206
4786.156667,2013-01-25 23:19:46.156667,54.054054054
4787.266667,2013-01-25 23:19:47.266667,52.3255813953
4788.413333,2013-01-25 23:19:48.413333,56.2500000001
4791.68,2013-01-25 23:19:51.680000,53.8922155688
4792.793333,2013-01-25 23:19:52.793333,57.6923076925
4793.833333,2013-01-25 23:19:53.833333,55.2147239262
4794.92,2013-01-25 23:19:54.920000,53.5714285715
4796.04,2013-01-25 23:19:56.040000,54.5454545455
4797.14,2013-01-25 23:19:57.140000,55.2147239264
4834.27,2013-01-25 23:20:34.270000,53.7313432837
4837.73,2013-01-25 23:20:37.730000,49.8614958448
4838.933333,2013-01-25 23:20:38.933333,55.0458715596
4888.686667,2013-01-25 23:21:28.686667,53.5714285715
4889.806667,2013-01-25 23:21:29.806667,54.7112462007
4890.903333,2013-01-25 23:21:30.903333,53.0973451327
4898.923333,2013-01-25 23:21:38.923333,59.0163934426
4899.94,2013-01-25 23:21:39.940000,49.4505494506
4909.94,2013-01-25 23:21:49.940000,48.5175202156
4925.376667,2013-01-25 23:22:05.376667,48.3870967741
4926.616667,2013-01-25 23:22:06.616667,55.5555555557
4936.853333,2013-01-25 23:22:16.853333,49.3150684931
4938.07,2013-01-25 23:22:18.070000,57.1428571429
4939.12,2013-01-25 23:22:19.120000,56.0747663552
4940.19,2013-01-25 23:22:20.190000,51.724137931
4941.35,2013-01-25 23:22:21.350000,52.7859237536
4942.486667,2013-01-25 23:22:22.486667,55.0458715596
4943.576667,2013-01-25 23:22:23.576667,48.6486486486
4956.576667,2013-01-25 23:22:36.576667,66.1764705883
4964.373333,2013-01-25 23:22:44.373333,72.0000000001
4965.206667,2013-01-25 23:22:45.206667,72.8744939271
5016.143333,2013-01-25 23:23:36.143333,56.2500000001
5017.21,2013-01-25 23:23:37.210000,53.8922155688
5018.323333,2013-01-25 23:23:38.323333,57.1428571429
5046.74,2013-01-25 23:24:06.740000,51.8731988473
5047.896667,2013-01-25 23:24:07.896667,55.2147239264
5048.983333,2013-01-25 23:24:08.983333,55.5555555555
5052.336667,2013-01-25 23:24:12.336667,55.9006211182
5053.426667,2013-01-25 23:24:13.426667,56.7823343848
5054.483333,2013-01-25 23:24:14.483333,50.5617977527
5055.67,2013-01-25 23:24:15.670000,49.5867768595
5056.88,2013-01-25 23:24:16.880000,55.900621118
5057.953333,2013-01-25 23:24:17.953333,52.9411764707
5061.53,2013-01-25 23:24:21.530000,55.900621118
5062.603333,2013-01-25 23:24:22.603333,51.4285714287
5063.77,2013-01-25 23:24:23.770000,49.1803278688
5064.99,2013-01-25 23:24:24.990000,54.3806646526
5066.093333,2013-01-25 23:24:26.093333,54.7112462005
5067.19,2013-01-25 23:24:27.190000,49.5867768595
5086.5,2013-01-25 23:24:46.500000,45.3400503778
5087.823333,2013-01-25 23:24:47.823333,49.4505494506
5089.036667,2013-01-25 23:24:49.036667,46.7532467533
5093.656667,2013-01-25 23:24:53.656667,47.8723404255
5094.91,2013-01-25 23:24:54.910000,48.7804878049
5096.136667,2013-01-25 23:24:56.136667,57.1428571429
5097.186667,2013-01-25 23:24:57.186667,50.9915014164
5098.363333,2013-01-25 23:24:58.363333,46.9973890339
5099.64,2013-01-25 23:24:59.640000,52.9411764707
5100.773333,2013-01-25 23:25:00.773333,53.0973451327
5101.903333,2013-01-25 23:25:01.903333,54.054054054
5106.246667,2013-01-25 23:25:06.246667,45.9183673468
5107.553333,2013-01-25 23:25:07.553333,51.8731988473
5108.71,2013-01-25 23:25:08.710000,49.7237569061
5109.93,2013-01-25 23:25:09.930000,48.5175202157
5111.166667,2013-01-25 23:25:11.166667,52.6315789474
5112.306667,2013-01-25 23:25:12.306667,52.4781341108
5113.45,2013-01-25 23:25:13.450000,50.8474576271
5119.103333,2013-01-25 23:25:19.103333,50.279329609
5120.296667,2013-01-25 23:25:20.296667,54.5454545455
5121.396667,2013-01-25 23:25:21.396667,49.3150684931
5122.613333,2013-01-25 23:25:22.613333,49.723756906
5123.82,2013-01-25 23:25:23.820000,56.7823343848
5124.88,2013-01-25 23:25:24.880000,60.4026845638
5125.873333,2013-01-25 23:25:25.873333,48.9130434782
5127.1,2013-01-25 23:25:27.100000,49.7237569061
5128.306667,2013-01-25 23:25:28.306667,54.3806646526
5129.41,2013-01-25 23:25:29.410000,49.8614958448
5133.066667,2013-01-25 23:25:33.066667,53.7313432837
5134.183333,2013-01-25 23:25:34.183333,52.3255813953
5135.33,2013-01-25 23:25:35.330000,50.7042253522
5136.513333,2013-01-25 23:25:36.513333,58.0645161289
5137.546667,2013-01-25 23:25:37.546667,64.0569395019
5145.373333,2013-01-25 23:25:45.373333,62.2837370242
5146.336667,2013-01-25 23:25:46.336667,49.0463215258
5147.56,2013-01-25 23:25:47.560000,50.0
5148.76,2013-01-25 23:25:48.760000,55.5555555557
5149.84,2013-01-25 23:25:49.840000,57.5079872204
5150.883333,2013-01-25 23:25:50.883333,49.4505494506
5152.096667,2013-01-25 23:25:52.096667,50.7042253522
5153.27,2013-01-25 23:25:53.270000,53.2544378698
5154.396667,2013-01-25 23:25:54.396667,57.5079872204
5155.44,2013-01-25 23:25:55.440000,52.9411764707
5156.573333,2013-01-25 23:25:56.573333,48.7804878049
5157.803333,2013-01-25 23:25:57.803333,54.3806646526
5158.906667,2013-01-25 23:25:58.906667,53.2544378696
5160.033333,2013-01-25 23:26:00.033333,47.1204188483
5161.306667,2013-01-25 23:26:01.306667,49.8614958448
5162.51,2013-01-25 23:26:02.510000,56.603773585
5163.57,2013-01-25 23:26:03.570000,58.4415584415
5164.596667,2013-01-25 23:26:04.596667,46.6321243523
5165.883333,2013-01-25 23:26:05.883333,48.128342246
5167.13,2013-01-25 23:26:07.130000,52.0231213874
5168.283333,2013-01-25 23:26:08.283333,53.0973451327
5169.413333,2013-01-25 23:26:09.413333,47.8723404255
5170.666667,2013-01-25 23:26:10.666667,50.0
5171.866667,2013-01-25 23:26:11.866667,55.3846153847
5172.95,2013-01-25 23:26:12.950000,54.054054054
5174.06,2013-01-25 23:26:14.060000,48.7804878049
5175.29,2013-01-25 23:26:15.290000,50.8474576271
5176.47,2013-01-25 23:26:16.470000,60.8108108108
5177.456667,2013-01-25 23:26:17.456667,65.6934306569
5178.37,2013-01-25 23:26:18.370000,53.412462908
5179.493333,2013-01-25 23:26:19.493333,48.2573726542
5210.673333,2013-01-25 23:26:50.673333,53.5714285713
5211.793333,2013-01-25 23:26:51.793333,48.0
5213.043333,2013-01-25 23:26:53.043333,47.1204188483
5216.72,2013-01-25 23:26:56.720000,48.5175202157
5217.956667,2013-01-25 23:26:57.956667,52.3255813953
5219.103333,2013-01-25 23:26:59.103333,61.0169491525
5220.086667,2013-01-25 23:27:00.086667,55.3846153847
5221.17,2013-01-25 23:27:01.170000,49.8614958448
5222.373333,2013-01-25 23:27:02.373333,49.5867768595
5223.493333,2013-01-25 23:27:03.493333,48.5175202156
5224.73,2013-01-25 23:27:04.730000,50.0
5225.93,2013-01-25 23:27:05.930000,54.054054054
5227.04,2013-01-25 23:27:07.040000,56.603773585
5228.1,2013-01-25 23:27:08.100000,49.8614958448
5229.303333,2013-01-25 23:27:09.303333,51.1363636364
5233.783333,2013-01-25 23:27:13.783333,59.8006644518
5234.786667,2013-01-25 23:27:14.786667,64.0569395019
5235.723333,2013-01-25 23:27:15.723333,64.0569395017
5236.66,2013-01-25 23:27:16.660000,56.7823343848
5237.716667,2013-01-25 23:27:17.716667,53.892215569
5238.83,2013-01-25 23:27:18.830000,49.4505494506
5240.043333,2013-01-25 23:27:20.043333,52.1739130434
5241.193333,2013-01-25 23:27:21.193333,58.0645161291
5242.226667,2013-01-25 23:27:22.226667,56.7823343848
5243.283333,2013-01-25 23:27:23.283333,50.279329609
5244.476667,2013-01-25 23:27:24.476667,52.4781341108
5245.62,2013-01-25 23:27:25.620000,50.8474576271
5246.8,2013-01-25 23:27:26.800000,52.6315789474
5247.94,2013-01-25 23:27:27.940000,57.5079872204
5248.983333,2013-01-25 23:27:28.983333,54.2168674699
