Timestamp
1556.0,2013-01-26 08:57:44
1565.0,2013-01-26 08:57:44
1568.0,2013-01-26 08:57:44
1571.0,2013-01-26 08:57:44
1574.0,2013-01-26 08:57:44
1583.0,2013-01-26 08:57:44
1586.0,2013-01-26 08:57:44
1589.0,2013-01-26 08:57:44
1592.0,2013-01-26 08:57:44
1595.0,2013-01-26 08:57:44
1604.0,2013-01-26 08:57:44
1607.0,2013-01-26 08:57:44
1610.0,2013-01-26 08:57:44
1613.0,2013-01-26 08:57:44
1616.0,2013-01-26 08:57:44
1619.0,2013-01-26 08:57:44
1628.0,2013-01-26 08:57:44
1631.0,2013-01-26 08:57:44
1649.0,2013-01-26 08:57:44
1664.0,2013-01-26 08:57:44
1667.0,2013-01-26 08:57:44
1670.0,2013-01-26 08:57:44
1673.0,2013-01-26 08:57:44
1676.0,2013-01-26 08:57:44
1679.0,2013-01-26 08:57:44
1682.0,2013-01-26 08:57:44
1691.0,2013-01-26 08:57:44
1694.0,2013-01-26 08:57:44
1697.0,2013-01-26 08:57:44
1700.0,2013-01-26 08:57:44
1703.0,2013-01-26 08:57:44
1709.0,2013-01-26 08:57:44
1712.0,2013-01-26 08:57:44
1715.0,2013-01-26 08:57:44
1721.0,2013-01-26 08:57:44
1724.0,2013-01-26 08:57:44
1727.0,2013-01-26 08:57:44
1730.0,2013-01-26 08:57:44
1733.0,2013-01-26 08:57:44
1736.0,2013-01-26 08:57:44
1745.0,2013-01-26 08:57:44
1760.0,2013-01-26 08:57:44
1763.0,2013-01-26 08:57:44
1766.0,2013-01-26 08:57:44
1769.0,2013-01-26 08:57:44
1772.0,2013-01-26 08:57:44
1775.0,2013-01-26 08:57:44
1781.0,2013-01-26 08:57:44
1784.0,2013-01-26 08:57:44
1796.0,2013-01-26 08:57:44
1799.0,2013-01-26 08:57:44
1802.0,2013-01-26 08:57:44
1811.0,2013-01-26 08:57:44
1817.0,2013-01-26 08:57:44
1820.0,2013-01-26 08:57:44
1835.0,2013-01-26 08:57:44
1841.0,2013-01-26 08:57:44
1844.0,2013-01-26 08:57:44
1847.0,2013-01-26 08:57:44
1853.0,2013-01-26 08:57:44
1856.0,2013-01-26 08:57:44
1859.0,2013-01-26 08:57:44
1868.0,2013-01-26 08:57:44
1871.0,2013-01-26 08:57:44
1877.0,2013-01-26 08:57:44
1880.0,2013-01-26 08:57:44
1883.0,2013-01-26 08:57:44
1892.0,2013-01-26 08:57:44
1895.0,2013-01-26 08:57:44
1919.0,2013-01-26 08:57:44
1922.0,2013-01-26 08:57:44
1925.0,2013-01-26 08:57:44
1934.0,2013-01-26 08:57:44
1946.0,2013-01-26 08:57:44
1949.0,2013-01-26 08:57:44
1982.0,2013-01-26 08:57:44
1985.0,2013-01-26 08:57:44
1988.0,2013-01-26 08:57:44
1991.0,2013-01-26 08:57:44
1994.0,2013-01-26 08:57:44
1997.0,2013-01-26 08:57:44
2000.0,2013-01-26 08:57:44
2003.0,2013-01-26 08:57:44
2006.0,2013-01-26 08:57:44
2009.0,2013-01-26 08:57:44
2018.0,2013-01-26 08:57:44
2021.0,2013-01-26 08:57:44
2036.0,2013-01-26 08:57:44
2072.0,2013-01-26 08:57:44
2081.0,2013-01-26 08:57:44
2090.0,2013-01-26 08:57:44
2093.0,2013-01-26 08:57:44
2096.0,2013-01-26 08:57:44
2105.0,2013-01-26 08:57:44
2111.0,2013-01-26 08:57:44
2114.0,2013-01-26 08:57:44
2147.0,2013-01-26 08:57:44
2150.0,2013-01-26 08:57:44
2156.0,2013-01-26 08:57:44
2159.0,2013-01-26 08:57:44
2171.0,2013-01-26 08:57:44
2177.0,2013-01-26 08:57:44
2180.0,2013-01-26 08:57:44
2183.0,2013-01-26 08:57:44
2186.0,2013-01-26 08:57:44
