Timestamp,Datetime,Channel,Min,Max,Amplitude
8993.24,2013-01-26 00:29:53.240000,bcg,4.2,4.15,1766.12798711
8997.34,2013-01-26 00:29:57.340000,bcg,4.1,4.75,1385.81514065
9002.14,2013-01-26 00:30:02.140000,bcg,4.8,4.8,1316.44591635
9006.99,2013-01-26 00:30:06.990000,bcg,4.85,4.35,1439.40601373
9011.24,2013-01-26 00:30:11.240000,bcg,4.25,4.45,1738.41226079
9015.69,2013-01-26 00:30:15.690000,bcg,4.45,4.05,1990.331442
9019.69,2013-01-26 00:30:19.690000,bcg,4.0,4.1,1593.87153167
9023.89,2013-01-26 00:30:23.890000,bcg,4.2,4.45,1348.84725547
9028.39,2013-01-26 00:30:28.390000,bcg,4.5,4.25,1423.19505492
9032.54,2013-01-26 00:30:32.540000,bcg,4.15,4.8,1280.95615523
9037.29,2013-01-26 00:30:37.290000,bcg,4.75,4.0,1446.04977426
9041.34,2013-01-26 00:30:41.340000,bcg,4.05,4.25,1523.87552328
9045.64,2013-01-26 00:30:45.640000,bcg,4.3,4.4,1533.15924025
9049.99,2013-01-26 00:30:49.990000,bcg,4.35,4.1,1493.93268704
9054.14,2013-01-26 00:30:54.140000,bcg,4.15,4.4,1379.32784029
9058.49,2013-01-26 00:30:58.490000,bcg,4.35,4.05,1496.16365816
9062.49,2013-01-26 00:31:02.490000,bcg,4.0,4.55,1416.79852882
9067.14,2013-01-26 00:31:07.140000,bcg,4.65,4.2,1629.20662374
9071.34,2013-01-26 00:31:11.340000,bcg,4.2,4.6,1348.70975366
9075.94,2013-01-26 00:31:15.940000,bcg,4.6,4.3,1549.60755461
9080.09,2013-01-26 00:31:20.090000,bcg,4.15,3.85,1835.89893417
9083.99,2013-01-26 00:31:23.990000,bcg,3.9,4.3,1572.87802262
9088.34,2013-01-26 00:31:28.340000,bcg,4.35,4.85,1512.71073248
9093.24,2013-01-26 00:31:33.240000,bcg,4.9,4.25,1578.72357669
9097.44,2013-01-26 00:31:37.440000,bcg,4.2,4.1,1730.51211732
9101.49,2013-01-26 00:31:41.490000,bcg,4.05,3.95,1590.3342055
9105.49,2013-01-26 00:31:45.490000,bcg,4.0,4.6,1504.12598047
9109.99,2013-01-26 00:31:49.990000,bcg,4.5,3.85,1855.85782392
9113.74,2013-01-26 00:31:53.740000,bcg,3.75,3.6,1765.85696366
9117.44,2013-01-26 00:31:57.440000,bcg,3.7,4.25,1550.37747935
9121.89,2013-01-26 00:32:01.890000,bcg,4.45,4.4,1432.15925224
9126.29,2013-01-26 00:32:06.290000,bcg,4.4,4.5,1373.07857393
9130.74,2013-01-26 00:32:10.740000,bcg,4.45,4.05,1671.30295881
9134.79,2013-01-26 00:32:14.790000,bcg,4.05,4.35,1756.45604696
9139.14,2013-01-26 00:32:19.140000,bcg,4.35,4.3,1744.95720952
9143.14,2013-01-26 00:32:23.140000,bcg,4.4,3.5,2472.98283115
9146.74,2013-01-26 00:32:26.740000,bcg,3.6,3.6,2164.47856476
9150.24,2013-01-26 00:32:30.240000,bcg,3.5,3.95,2201.84793571
9154.54,2013-01-26 00:32:34.540000,bcg,4.05,4.65,1454.79747226
9159.19,2013-01-26 00:32:39.190000,bcg,4.65,4.5,1787.39436963
9163.74,2013-01-26 00:32:43.740000,bcg,4.55,4.75,1610.95525858
9168.59,2013-01-26 00:32:48.590000,bcg,4.85,4.45,1542.70894675
9172.74,2013-01-26 00:32:52.740000,bcg,4.15,3.9,1555.10736241
9176.59,2013-01-26 00:32:56.590000,bcg,3.85,3.85,1524.11161503
9180.59,2013-01-26 00:33:00.590000,bcg,4.0,4.6,1365.7517283
9185.29,2013-01-26 00:33:05.290000,bcg,4.7,4.4,1563.48270457
9189.64,2013-01-26 00:33:09.640000,bcg,4.35,4.5,1473.51668291
9194.04,2013-01-26 00:33:14.040000,bcg,4.4,3.9,1549.1856313
9198.04,2013-01-26 00:33:18.040000,bcg,4.0,4.45,1669.12378334
9202.39,2013-01-26 00:33:22.390000,bcg,4.35,3.95,2032.88813106
9206.34,2013-01-26 00:33:26.340000,bcg,3.95,4.05,1895.32100599
9210.44,2013-01-26 00:33:30.440000,bcg,4.1,4.15,1561.43497361
9214.64,2013-01-26 00:33:34.640000,bcg,4.2,4.25,1670.69838313
9218.84,2013-01-26 00:33:38.840000,bcg,4.2,4.2,1619.69593631
9223.09,2013-01-26 00:33:43.090000,bcg,4.25,4.15,1751.81871461
9226.99,2013-01-26 00:33:46.990000,bcg,3.9,3.8,1831.65857584
9230.89,2013-01-26 00:33:50.890000,bcg,3.9,3.95,1600.42556762
9234.99,2013-01-26 00:33:54.990000,bcg,4.1,4.5,1408.9890297
9239.54,2013-01-26 00:33:59.540000,bcg,4.55,4.4,1548.12473095
9243.89,2013-01-26 00:34:03.890000,bcg,4.35,4.25,1742.79583039
9248.04,2013-01-26 00:34:08.040000,bcg,4.15,3.9,1737.2158379
9251.64,2013-01-26 00:34:11.640000,bcg,3.9,3.75,2162.32911133
9255.64,2013-01-26 00:34:15.640000,bcg,3.8,4.65,1607.82634488
9260.39,2013-01-26 00:34:20.390000,bcg,4.75,3.95,1838.33923499
9264.29,2013-01-26 00:34:24.290000,bcg,3.9,4.2,1760.80855718
9268.59,2013-01-26 00:34:28.590000,bcg,4.3,4.25,1819.38034661
9305.04,2013-01-26 00:35:05.040000,bcg,2.45,2.7,1484.24662399
9307.44,2013-01-26 00:35:07.440000,bcg,2.4,2.25,1094.26955418
9309.99,2013-01-26 00:35:09.990000,bcg,2.55,2.55,1682.95487426
9314.54,2013-01-26 00:35:14.540000,bcg,2.6,2.7,2301.97585231
9318.94,2013-01-26 00:35:18.940000,bcg,2.7,2.85,2653.98919881
9323.89,2013-01-26 00:35:23.890000,bcg,4.65,4.65,1899.30893533
9328.49,2013-01-26 00:35:28.490000,bcg,4.6,4.55,1742.96388226
9362.39,2013-01-26 00:36:02.390000,bcg,2.05,2.05,1988.8926419
9365.24,2013-01-26 00:36:05.240000,bcg,2.85,3.0,1605.92550773
9367.24,2013-01-26 00:36:07.240000,bcg,2.0,2.0,1862.8616203
9370.14,2013-01-26 00:36:10.140000,bcg,2.9,2.75,1820.15955934
9374.79,2013-01-26 00:36:14.790000,bcg,2.7,2.75,2005.50833058
9376.94,2013-01-26 00:36:16.940000,bcg,2.15,2.15,1988.23552895
9379.74,2013-01-26 00:36:19.740000,bcg,2.8,2.85,2052.40720201
9384.64,2013-01-26 00:36:24.640000,bcg,4.55,4.4,1262.20584143
9389.09,2013-01-26 00:36:29.090000,bcg,4.45,4.5,1569.06251764
9393.54,2013-01-26 00:36:33.540000,bcg,4.45,4.35,1224.5458567
9397.79,2013-01-26 00:36:37.790000,bcg,4.25,4.3,1254.96855755
9402.19,2013-01-26 00:36:42.190000,bcg,4.4,4.4,1050.17375396
9406.44,2013-01-26 00:36:46.440000,bcg,4.4,4.6,2549.50345264
9410.79,2013-01-26 00:36:50.790000,bcg,4.35,4.25,958.644909524
9415.09,2013-01-26 00:36:55.090000,bcg,4.3,4.4,1079.83718506
9419.44,2013-01-26 00:36:59.440000,bcg,4.35,4.3,900.447282909
9423.74,2013-01-26 00:37:03.740000,bcg,4.3,4.55,1194.10142395
9428.64,2013-01-26 00:37:08.640000,bcg,4.9,4.9,1327.97373081
9433.44,2013-01-26 00:37:13.440000,bcg,5.0,4.15,2559.63371148
9437.59,2013-01-26 00:37:17.590000,bcg,4.15,4.55,2430.98370868
9442.19,2013-01-26 00:37:22.190000,bcg,4.6,4.35,2101.03718478
9446.49,2013-01-26 00:37:26.490000,bcg,4.3,4.85,1742.90934785
9451.29,2013-01-26 00:37:31.290000,bcg,4.8,4.55,2292.91990474
9456.09,2013-01-26 00:37:36.090000,bcg,4.75,4.75,1202.48218868
9460.84,2013-01-26 00:37:40.840000,bcg,4.95,4.35,2369.66436168
9465.09,2013-01-26 00:37:45.090000,bcg,4.25,4.1,2607.44569759
9469.19,2013-01-26 00:37:49.190000,bcg,4.1,4.55,2516.04943371
9473.69,2013-01-26 00:37:53.690000,bcg,4.5,3.95,3249.37644592
9477.69,2013-01-26 00:37:57.690000,bcg,4.0,4.35,2858.6564593
9481.79,2013-01-26 00:38:01.790000,bcg,4.5,4.2,3371.91302296
9485.99,2013-01-26 00:38:05.990000,bcg,4.2,4.0,3120.19036199
9490.49,2013-01-26 00:38:10.490000,bcg,4.15,4.3,751.395942277
9494.69,2013-01-26 00:38:14.690000,bcg,4.2,4.15,802.111987899
9499.04,2013-01-26 00:38:19.040000,bcg,4.2,4.45,2683.91027637
9503.49,2013-01-26 00:38:23.490000,bcg,4.45,4.35,2667.23411385
9507.84,2013-01-26 00:38:27.840000,bcg,4.35,4.35,2601.36358477
9512.09,2013-01-26 00:38:32.090000,bcg,4.25,3.95,2988.20303612
9516.04,2013-01-26 00:38:36.040000,bcg,3.95,4.25,2721.64712996
9520.44,2013-01-26 00:38:40.440000,bcg,4.4,4.7,2376.74076553
9525.14,2013-01-26 00:38:45.140000,bcg,4.7,4.3,2652.03076383
9529.44,2013-01-26 00:38:49.440000,bcg,4.3,4.6,2788.65478438
9533.84,2013-01-26 00:38:53.840000,bcg,4.4,3.85,3014.78624709
9537.74,2013-01-26 00:38:57.740000,bcg,3.9,4.1,2864.7612005
9541.94,2013-01-26 00:39:01.940000,bcg,4.2,4.25,2881.35877952
9545.84,2013-01-26 00:39:05.840000,bcg,4.25,4.05,3101.19895845
9550.19,2013-01-26 00:39:10.190000,bcg,4.05,4.85,2300.13147351
9554.94,2013-01-26 00:39:14.940000,bcg,4.75,3.9,3017.24490228
9558.94,2013-01-26 00:39:18.940000,bcg,4.0,4.25,3271.29472081
9563.14,2013-01-26 00:39:23.140000,bcg,4.2,4.0,3695.91114702
9567.19,2013-01-26 00:39:27.190000,bcg,4.05,4.45,2986.31034851
9571.69,2013-01-26 00:39:31.690000,bcg,4.5,5.15,2879.56414459
9576.84,2013-01-26 00:39:36.840000,bcg,5.15,4.85,2869.87710689
9581.79,2013-01-26 00:39:41.790000,bcg,4.95,4.65,3308.47661984
9586.34,2013-01-26 00:39:46.340000,bcg,4.55,4.3,3728.37530854
9590.74,2013-01-26 00:39:50.740000,bcg,4.4,4.6,3336.31477532
9595.24,2013-01-26 00:39:55.240000,bcg,4.45,4.45,1453.50381429
9599.59,2013-01-26 00:39:59.590000,bcg,4.3,4.2,3572.70938698
9603.49,2013-01-26 00:40:03.490000,bcg,4.25,4.45,4011.63929235
9608.04,2013-01-26 00:40:08.040000,bcg,4.55,4.15,4329.29345927
9612.14,2013-01-26 00:40:12.140000,bcg,4.1,3.95,4558.33877526
9616.04,2013-01-26 00:40:16.040000,bcg,3.9,4.3,4033.68299666
9620.74,2013-01-26 00:40:20.740000,bcg,4.3,4.55,3970.51260276
9625.29,2013-01-26 00:40:25.290000,bcg,4.55,4.35,4437.31759255
9629.49,2013-01-26 00:40:29.490000,bcg,4.2,3.95,4213.18574233
9633.49,2013-01-26 00:40:33.490000,bcg,4.0,4.3,4044.17376193
9637.79,2013-01-26 00:40:37.790000,bcg,4.3,4.05,3964.40396116
9641.69,2013-01-26 00:40:41.690000,bcg,3.9,3.95,4140.44438334
9645.79,2013-01-26 00:40:45.790000,bcg,4.1,4.2,4327.91888379
9650.04,2013-01-26 00:40:50.040000,bcg,4.25,4.25,4086.07176739
9654.34,2013-01-26 00:40:54.340000,bcg,4.3,4.55,4019.10831483
9658.84,2013-01-26 00:40:58.840000,bcg,4.5,4.15,4121.62227904
9663.04,2013-01-26 00:41:03.040000,bcg,4.2,4.5,3875.72369991
9667.14,2013-01-26 00:41:07.140000,bcg,4.45,4.25,5091.98581696
9671.84,2013-01-26 00:41:11.840000,bcg,4.35,4.4,3811.35739251
9676.14,2013-01-26 00:41:16.140000,bcg,4.3,4.95,3912.35641371
9680.99,2013-01-26 00:41:20.990000,bcg,4.85,3.95,5165.34178932
9727.29,2013-01-26 00:42:07.290000,bcg,2.75,2.85,2433.42277273
9731.54,2013-01-26 00:42:11.540000,bcg,2.55,2.5,1353.65937323
9731.79,2013-01-26 00:42:11.790000,bcg,4.15,4.6,956.590063311
9736.14,2013-01-26 00:42:16.140000,bcg,2.5,2.6,1325.70542891
9738.49,2013-01-26 00:42:18.490000,bcg,2.35,2.3,964.584030081
9741.09,2013-01-26 00:42:21.090000,bcg,2.6,2.65,1642.06458617
9743.24,2013-01-26 00:42:23.240000,bcg,2.15,2.0,929.431570306
9745.74,2013-01-26 00:42:25.740000,bcg,2.5,2.6,1233.3147329
9747.74,2013-01-26 00:42:27.740000,bcg,2.0,1.95,1040.00623085
9750.34,2013-01-26 00:42:30.340000,bcg,2.6,2.65,1158.72848014
9754.79,2013-01-26 00:42:34.790000,bcg,2.7,2.75,1152.99119824
9800.14,2013-01-26 00:43:20.140000,bcg,4.65,4.6,1196.42329452
9804.39,2013-01-26 00:43:24.390000,bcg,2.55,2.55,1364.43335488
9806.44,2013-01-26 00:43:26.440000,bcg,2.05,2.2,1633.4929661
9809.19,2013-01-26 00:43:29.190000,bcg,2.75,2.6,1554.32389722
9813.59,2013-01-26 00:43:33.590000,bcg,2.55,2.6,1767.86102155
9817.94,2013-01-26 00:43:37.940000,bcg,2.6,2.65,2016.20980731
9819.89,2013-01-26 00:43:39.890000,bcg,1.95,2.0,1919.26031294
9822.89,2013-01-26 00:43:42.890000,bcg,4.65,4.1,2816.00255677
9827.24,2013-01-26 00:43:47.240000,bcg,4.35,4.3,698.659118713
9831.54,2013-01-26 00:43:51.540000,bcg,4.3,4.5,843.519257553
9836.29,2013-01-26 00:43:56.290000,bcg,4.75,4.7,824.397531325
9840.84,2013-01-26 00:44:00.840000,bcg,4.55,4.5,632.135168271
9845.29,2013-01-26 00:44:05.290000,bcg,4.45,4.35,475.678201107
9849.59,2013-01-26 00:44:09.590000,bcg,4.45,4.1,1570.14513844
9853.54,2013-01-26 00:44:13.540000,bcg,3.95,4.3,1603.19198402
9858.44,2013-01-26 00:44:18.440000,bcg,4.75,5.1,685.878025763
9863.84,2013-01-26 00:44:23.840000,bcg,5.4,5.3,727.990196412
9868.89,2013-01-26 00:44:28.890000,bcg,5.05,4.75,602.787537382
9937.39,2013-01-26 00:45:37.390000,bcg,4.15,4.25,2512.9447126
9941.84,2013-01-26 00:45:41.840000,bcg,4.45,4.35,2883.10689443
9945.94,2013-01-26 00:45:45.940000,bcg,4.1,4.1,2602.27725527
9950.24,2013-01-26 00:45:50.240000,bcg,4.35,4.4,1085.75975399
9954.59,2013-01-26 00:45:54.590000,bcg,4.35,4.5,2100.15224496
9959.39,2013-01-26 00:45:59.390000,bcg,4.8,4.75,1978.94763642
9964.49,2013-01-26 00:46:04.490000,bcg,5.1,5.1,1971.33147123
9969.74,2013-01-26 00:46:09.740000,bcg,5.35,5.15,1282.3217021
10010.64,2013-01-26 00:46:50.640000,bcg,4.35,4.3,2468.19458627
10015.29,2013-01-26 00:46:55.290000,bcg,4.65,4.55,1600.89844363
10020.94,2013-01-26 00:47:00.940000,bcg,5.65,5.7,1795.54555685
10026.04,2013-01-26 00:47:06.040000,bcg,5.1,5.15,1784.18352594
10031.24,2013-01-26 00:47:11.240000,bcg,5.2,5.25,2342.25454116
10035.79,2013-01-26 00:47:15.790000,bcg,4.8,4.7,1266.26047564
10040.49,2013-01-26 00:47:20.490000,bcg,4.7,4.85,1654.26715404
10045.79,2013-01-26 00:47:25.790000,bcg,5.2,5.15,2169.18101629
10050.04,2013-01-26 00:47:30.040000,bcg,4.25,4.4,2124.8382974
10055.24,2013-01-26 00:47:35.240000,bcg,5.2,5.15,2033.97575931
10060.59,2013-01-26 00:47:40.590000,bcg,5.35,5.4,2315.15548792
10065.09,2013-01-26 00:47:45.090000,bcg,4.5,4.4,1894.64497049
10070.14,2013-01-26 00:47:50.140000,bcg,4.85,5.05,1382.5428081
10075.09,2013-01-26 00:47:55.090000,bcg,4.7,4.6,2156.50690293
10079.54,2013-01-26 00:47:59.540000,bcg,4.45,4.55,1930.16010512
10084.39,2013-01-26 00:48:04.390000,bcg,4.65,4.75,2682.73453913
10089.49,2013-01-26 00:48:09.490000,bcg,5.1,5.1,2190.82598652
10121.34,2013-01-26 00:48:41.340000,bcg,5.75,5.1,1124.0311257
10126.09,2013-01-26 00:48:46.090000,bcg,4.75,4.6,899.260513354
10130.79,2013-01-26 00:48:50.790000,bcg,4.7,4.95,1188.22169489
10135.74,2013-01-26 00:48:55.740000,bcg,4.95,4.9,961.841517262
10141.79,2013-01-26 00:49:01.790000,bcg,5.95,6.2,332.442722836
10143.59,2013-01-26 00:49:03.590000,bcg,3.65,4.15,1935.32643778
10148.54,2013-01-26 00:49:08.540000,bcg,4.95,4.85,2623.73426359
10153.04,2013-01-26 00:49:13.040000,bcg,4.5,4.35,2161.02056973
10158.79,2013-01-26 00:49:18.790000,bcg,5.75,5.9,2883.39939431
10163.29,2013-01-26 00:49:23.290000,bcg,4.5,4.5,2836.72614076
10167.79,2013-01-26 00:49:27.790000,bcg,4.5,4.35,3252.53374592
10171.94,2013-01-26 00:49:31.940000,bcg,4.15,4.4,2708.4183178
10177.24,2013-01-26 00:49:37.240000,bcg,5.3,5.3,2356.87149907
10182.04,2013-01-26 00:49:42.040000,bcg,4.8,4.35,2238.17946015
10185.79,2013-01-26 00:49:45.790000,bcg,3.75,4.0,2617.12580476
10221.89,2013-01-26 00:50:21.890000,bcg,5.0,5.15,1222.10708515
10226.79,2013-01-26 00:50:26.790000,bcg,4.85,4.45,1308.10561172
10230.24,2013-01-26 00:50:30.240000,bcg,3.45,3.7,1612.03448297
10233.39,2013-01-26 00:50:33.390000,bcg,3.3,2.25,388.022707776
10237.34,2013-01-26 00:50:37.340000,bcg,3.95,4.4,1230.40290223
10241.89,2013-01-26 00:50:41.890000,bcg,5.0,5.05,857.440810694
10246.89,2013-01-26 00:50:46.890000,bcg,5.0,3.8,102.069494968
10278.89,2013-01-26 00:51:18.890000,bcg,5.6,5.8,2495.5913738
10283.89,2013-01-26 00:51:23.890000,bcg,5.0,5.05,2368.83327005
10288.94,2013-01-26 00:51:28.940000,bcg,5.05,5.05,2450.46775112
10372.34,2013-01-26 00:52:52.340000,bcg,3.2,3.2,914.939482241
10376.29,2013-01-26 00:52:56.290000,bcg,3.95,4.6,1037.73069707
10380.64,2013-01-26 00:53:00.640000,bcg,4.5,4.45,571.845196862
10384.99,2013-01-26 00:53:04.990000,bcg,4.35,4.4,784.291542654
10389.29,2013-01-26 00:53:09.290000,bcg,4.3,4.3,735.738610256
10393.14,2013-01-26 00:53:13.140000,bcg,3.85,3.85,1864.10384796
10397.29,2013-01-26 00:53:17.290000,bcg,4.15,4.35,2038.44781996
10401.69,2013-01-26 00:53:21.690000,bcg,4.4,4.3,1988.01105486
10405.74,2013-01-26 00:53:25.740000,bcg,4.05,4.0,2146.82308926
10409.54,2013-01-26 00:53:29.540000,bcg,3.8,3.75,1936.05911073
10413.49,2013-01-26 00:53:33.490000,bcg,3.95,4.2,1364.67387967
10452.99,2013-01-26 00:54:12.990000,bcg,4.05,4.15,1139.95209978
10457.99,2013-01-26 00:54:17.990000,bcg,5.0,5.15,1494.54379727
10462.99,2013-01-26 00:54:22.990000,bcg,5.0,4.8,1852.66344553
10467.19,2013-01-26 00:54:27.190000,bcg,4.2,4.95,496.399903963
10471.94,2013-01-26 00:54:31.940000,bcg,4.75,3.95,2182.79235362
10475.94,2013-01-26 00:54:35.940000,bcg,4.0,3.3,364.404026492
10478.09,2013-01-26 00:54:38.090000,bcg,2.15,3.1,1142.48371123
10481.79,2013-01-26 00:54:41.790000,bcg,3.7,2.85,407.247366348
10484.34,2013-01-26 00:54:44.340000,bcg,2.55,2.7,1083.33744665
10486.49,2013-01-26 00:54:46.490000,bcg,2.15,1.65,359.881436115
10487.49,2013-01-26 00:54:47.490000,bcg,10.05,16.25,371.128861782
10523.14,2013-01-26 00:55:23.140000,bcg,4.85,4.5,2157.36977742
10527.14,2013-01-26 00:55:27.140000,bcg,4.0,4.05,1416.73128897
10531.49,2013-01-26 00:55:31.490000,bcg,4.35,4.6,1638.33491088
10623.79,2013-01-26 00:57:03.790000,bcg,3.95,3.65,1582.97093039
10627.39,2013-01-26 00:57:07.390000,bcg,3.6,4.0,1580.40306282
10688.09,2013-01-26 00:58:08.090000,bcg,5.0,4.75,695.610369626
10739.44,2013-01-26 00:58:59.440000,bcg,6.5,6.75,831.341567576
10745.49,2013-01-26 00:59:05.490000,bcg,6.05,5.5,817.367785724
10750.59,2013-01-26 00:59:10.590000,bcg,5.1,5.1,772.872112837
10755.64,2013-01-26 00:59:15.640000,bcg,5.05,4.7,360.617741605
10760.84,2013-01-26 00:59:20.840000,bcg,5.2,5.4,452.041427315
10765.94,2013-01-26 00:59:25.940000,bcg,5.1,5.7,768.19976604
10771.64,2013-01-26 00:59:31.640000,bcg,4.5,4.95,560.434758067
10775.94,2013-01-26 00:59:35.940000,bcg,4.3,3.35,281.666981734
10778.39,2013-01-26 00:59:38.390000,bcg,2.45,2.75,547.909702107
10782.19,2013-01-26 00:59:42.190000,bcg,3.8,4.2,314.055490727
10786.74,2013-01-26 00:59:46.740000,bcg,4.55,5.1,1006.45193178
10791.64,2013-01-26 00:59:51.640000,bcg,4.9,4.55,842.782234818
10796.29,2013-01-26 00:59:56.290000,bcg,4.65,4.9,686.941217849
10800.89,2013-01-26 01:00:00.890000,bcg,4.6,4.8,595.101719921
10805.54,2013-01-26 01:00:05.540000,bcg,4.65,5.3,798.673194823
10810.34,2013-01-26 01:00:10.340000,bcg,2.55,2.85,853.641640454
10811.09,2013-01-26 01:00:11.090000,bcg,5.0,4.85,491.797868542
10816.74,2013-01-26 01:00:16.740000,bcg,6.15,4.85,1123.18359195
10821.29,2013-01-26 01:00:21.290000,bcg,4.55,4.2,902.501703457
10826.34,2013-01-26 01:00:26.340000,bcg,5.05,5.15,803.406638677
10830.24,2013-01-26 01:00:30.240000,bcg,3.9,5.4,1026.91208599
10835.74,2013-01-26 01:00:35.740000,bcg,5.5,5.2,807.108287397
10840.94,2013-01-26 01:00:40.940000,bcg,5.2,4.95,967.145588798
10847.14,2013-01-26 01:00:47.140000,bcg,6.2,5.1,627.078694766
10850.34,2013-01-26 01:00:50.340000,bcg,9.4,9.5,271.939490348
10858.24,2013-01-26 01:00:58.240000,bcg,7.9,8.3,262.672413053
10868.04,2013-01-26 01:01:08.040000,bcg,4.25,4.65,908.721169645
10872.64,2013-01-26 01:01:12.640000,bcg,4.6,5.05,788.727864168
10877.14,2013-01-26 01:01:17.140000,bcg,2.65,3.0,512.71503501
10879.84,2013-01-26 01:01:19.840000,bcg,2.7,2.3,978.636955442
10882.44,2013-01-26 01:01:22.440000,bcg,2.6,2.5,610.514184777
10884.44,2013-01-26 01:01:24.440000,bcg,2.0,2.25,1597.95627034
10888.54,2013-01-26 01:01:28.540000,bcg,5.4,4.75,381.53047274
10893.14,2013-01-26 01:01:33.140000,bcg,4.6,4.8,543.127298174
10897.99,2013-01-26 01:01:37.990000,bcg,4.85,4.8,502.981533304
10902.79,2013-01-26 01:01:42.790000,bcg,4.8,5.0,636.076389978
10908.04,2013-01-26 01:01:48.040000,bcg,5.25,5.0,545.848935918
10912.84,2013-01-26 01:01:52.840000,bcg,4.8,5.05,626.01098343
10917.19,2013-01-26 01:01:57.190000,bcg,4.35,3.85,933.207272325
10921.09,2013-01-26 01:02:01.090000,bcg,3.9,4.6,872.901603049
10925.64,2013-01-26 01:02:05.640000,bcg,4.55,4.9,765.441959133
10930.54,2013-01-26 01:02:10.540000,bcg,4.9,4.95,635.598994522
10935.54,2013-01-26 01:02:15.540000,bcg,5.0,4.25,965.496620513
10939.79,2013-01-26 01:02:19.790000,bcg,4.25,4.65,982.523373445
10944.39,2013-01-26 01:02:24.390000,bcg,4.6,4.65,662.858652215
10949.24,2013-01-26 01:02:29.240000,bcg,4.85,4.55,827.283596349
10953.34,2013-01-26 01:02:33.340000,bcg,4.1,5.15,709.536970653
10958.54,2013-01-26 01:02:38.540000,bcg,5.2,4.85,914.772219585
10963.44,2013-01-26 01:02:43.440000,bcg,4.9,5.2,828.504664235
10968.64,2013-01-26 01:02:48.640000,bcg,5.2,4.6,590.062842683
10973.49,2013-01-26 01:02:53.490000,bcg,4.85,4.85,748.886655705
10978.24,2013-01-26 01:02:58.240000,bcg,4.75,4.95,695.332650354
10983.04,2013-01-26 01:03:03.040000,bcg,4.8,5.3,565.984436392
10988.54,2013-01-26 01:03:08.540000,bcg,5.5,3.9,486.250244648
10994.69,2013-01-26 01:03:14.690000,bcg,2.65,2.25,1340.31562153
10998.84,2013-01-26 01:03:18.840000,bcg,5.8,5.45,395.503890907
11003.79,2013-01-26 01:03:23.790000,bcg,4.95,4.55,260.985809953
11008.64,2013-01-26 01:03:28.640000,bcg,4.85,5.25,337.215240648
11012.54,2013-01-26 01:03:32.540000,bcg,3.9,3.8,306.909688082
11017.29,2013-01-26 01:03:37.290000,bcg,4.75,4.3,226.229639691
11021.39,2013-01-26 01:03:41.390000,bcg,4.1,4.6,419.176039166
11026.19,2013-01-26 01:03:46.190000,bcg,4.8,4.4,247.549840198
11032.64,2013-01-26 01:03:52.640000,bcg,2.6,2.05,985.943518704
11035.14,2013-01-26 01:03:55.140000,bcg,2.5,3.2,641.967251799
11036.34,2013-01-26 01:03:56.340000,bcg,5.5,5.9,463.822041324
11041.34,2013-01-26 01:04:01.340000,bcg,3.6,3.85,517.120213761
11046.54,2013-01-26 01:04:06.540000,bcg,5.2,5.25,1192.6746095
11050.69,2013-01-26 01:04:10.690000,bcg,4.15,4.2,1065.91019754
11054.99,2013-01-26 01:04:14.990000,bcg,4.3,4.8,767.635598074
11059.04,2013-01-26 01:04:19.040000,bcg,2.65,2.85,608.484020426
11061.44,2013-01-26 01:04:21.440000,bcg,2.4,2.25,1625.33539807
11064.04,2013-01-26 01:04:24.040000,bcg,2.6,2.8,595.554550257
11066.49,2013-01-26 01:04:26.490000,bcg,2.45,2.15,1084.28300334
11068.79,2013-01-26 01:04:28.790000,bcg,2.3,2.15,543.567909276
11069.99,2013-01-26 01:04:29.990000,bcg,4.7,4.25,190.330748819
11074.59,2013-01-26 01:04:34.590000,bcg,4.6,5.45,709.282059882
11082.59,2013-01-26 01:04:42.590000,bcg,8.0,7.4,233.048609689
11087.14,2013-01-26 01:04:47.140000,bcg,4.55,4.8,466.411553686
11091.19,2013-01-26 01:04:51.190000,bcg,2.55,2.7,518.091220892
11093.54,2013-01-26 01:04:53.540000,bcg,2.35,2.35,1701.79209305
11096.09,2013-01-26 01:04:56.090000,bcg,2.55,2.2,540.364470391
11097.99,2013-01-26 01:04:57.990000,bcg,1.9,2.2,1281.67178674
11101.04,2013-01-26 01:05:01.040000,bcg,3.85,3.55,157.726350903
11105.29,2013-01-26 01:05:05.290000,bcg,4.25,3.95,126.983810045
11109.34,2013-01-26 01:05:09.340000,bcg,4.05,5.1,553.93313614
11113.29,2013-01-26 01:05:13.290000,bcg,2.4,2.15,619.404074758
11113.99,2013-01-26 01:05:13.990000,bcg,5.05,4.0,633.143184215
11117.99,2013-01-26 01:05:17.990000,bcg,4.0,5.5,679.401154492
11123.29,2013-01-26 01:05:23.290000,bcg,5.3,3.7,590.361492458
11126.89,2013-01-26 01:05:26.890000,bcg,2.45,3.15,528.793252588
11129.64,2013-01-26 01:05:29.640000,bcg,2.75,2.2,1504.38240997
11132.19,2013-01-26 01:05:32.190000,bcg,2.55,2.5,773.598732891
11134.34,2013-01-26 01:05:34.340000,bcg,2.15,2.0,410.455870778
11136.74,2013-01-26 01:05:36.740000,bcg,2.4,2.9,539.393953882
11139.34,2013-01-26 01:05:39.340000,bcg,2.6,2.1,890.446646266
11141.64,2013-01-26 01:05:41.640000,bcg,2.3,2.3,602.277900576
